time,latitude,longitude,distanceinmeters,heartrate,HHMMSS,meters,seconds,mph
2021-05-13T22:51:14.000Z,32.81543590128422,-117.23547857254744,1.4700000286102295,99,22:51:14.000Z,0.0,0,0.0
2021-05-13T22:51:20.000Z,32.81546833924949,-117.23530632443726,17.81999969482422,99,22:51:20.000Z,16.34999966621399,6,6.095824875553449
2021-05-13T22:51:23.000Z,32.815396171063185,-117.2351658437401,32.810001373291016,107,22:51:23.000Z,14.990001678466797,3,11.177544584910075
2021-05-13T22:51:27.000Z,32.81531352549791,-117.23477675579488,70.23999786376953,110,22:51:27.000Z,37.429996490478516,4,20.93272553730011
2021-05-13T22:51:33.000Z,32.81518938951194,-117.2343526314944,112.2699966430664,115,22:51:33.000Z,42.029998779296875,6,15.670184544881186
2021-05-13T22:51:35.000Z,32.81512367539108,-117.23414350301027,133.1699981689453,119,22:51:35.000Z,20.900001525878906,2,23.376651706695558
2021-05-13T22:51:37.000Z,32.81502124853432,-117.2339157667011,157.35000610351562,122,22:51:37.000Z,24.180007934570312,2,27.045338874816895
2021-05-13T22:51:38.000Z,32.814954947680235,-117.23380277864635,170.24000549316406,125,22:51:38.000Z,12.889999389648438,1,28.834928634643557
2021-05-13T22:51:39.000Z,32.81487959437072,-117.2336913831532,183.61000061035156,132,22:51:39.000Z,13.3699951171875,1,29.908679077148438
2021-05-13T22:51:41.000Z,32.81470390968025,-117.23347479477525,211.72999572753906,130,22:51:41.000Z,28.1199951171875,2,31.45221453857422
2021-05-13T22:51:44.000Z,32.81435555778444,-117.23319986835122,258.3599853515625,127,22:51:44.000Z,46.62998962402344,3,34.77042892964681
2021-05-13T22:51:46.000Z,32.81407962553203,-117.23308495245874,290.82000732421875,130,22:51:46.000Z,32.46002197265625,2,36.30653457641602
2021-05-13T22:51:48.000Z,32.81379673629999,-117.23300465382636,323.0799865722656,134,22:51:48.000Z,32.259979248046875,2,36.08278678894043
2021-05-13T22:51:52.000Z,32.81321570277214,-117.23282025195658,389.7900085449219,135,22:51:52.000Z,66.71002197265625,4,37.30757978820801
2021-05-13T22:51:54.000Z,32.81292342580855,-117.23271497525275,423.6700134277344,138,22:51:54.000Z,33.8800048828125,2,37.89478546142578
2021-05-13T22:51:55.000Z,32.81277649104595,-117.23265253007412,440.9800109863281,141,22:51:55.000Z,17.30999755859375,1,38.72246453857422
2021-05-13T22:51:58.000Z,32.812353037297726,-117.23245438188314,491.4700012207031,140,22:51:58.000Z,50.489990234375,3,37.64870271809896
2021-05-13T22:52:01.000Z,32.811940060928464,-117.23220401443541,542.9299926757812,141,22:52:01.000Z,51.459991455078125,3,38.37200029500326
2021-05-13T22:52:02.000Z,32.81178700737655,-117.2321215365082,561.530029296875,138,22:52:02.000Z,18.60003662109375,1,41.60828192138672
2021-05-13T22:52:03.000Z,32.81163948588073,-117.23202916793525,580.02001953125,141,22:52:03.000Z,18.489990234375,1,41.36210815429688
2021-05-13T22:52:06.000Z,32.81118501909077,-117.23171350546181,638.4500122070312,138,22:52:06.000Z,58.42999267578125,3,43.56929787190756
2021-05-13T22:52:09.000Z,32.81073004938662,-117.23138585686684,697.510009765625,137,22:52:09.000Z,59.05999755859375,3,44.03907151285807
2021-05-13T22:52:12.000Z,32.81029821373522,-117.231071786955,753.7000122070312,137,22:52:12.000Z,56.19000244140625,3,41.89901182047526
2021-05-13T22:52:15.000Z,32.80995313078165,-117.23081882111728,798.7100219726562,141,22:52:15.000Z,45.010009765625,3,33.56246394856771
2021-05-13T22:52:19.000Z,32.8096551541239,-117.2306071780622,837.239990234375,144,22:52:19.000Z,38.52996826171875,4,21.54788475036621
2021-05-13T22:52:20.000Z,32.80959455296397,-117.23056392744184,845.0900268554688,140,22:52:20.000Z,7.85003662109375,1,17.56053192138672
2021-05-13T22:52:25.000Z,32.80936396680772,-117.23040098324418,874.8699951171875,143,22:52:25.000Z,29.77996826171875,5,13.323557800292969
2021-05-13T22:52:28.000Z,32.80929238535464,-117.230384638533,882.9500122070312,139,22:52:28.000Z,8.08001708984375,3,6.024999409993489
2021-05-13T22:52:29.000Z,32.809282494708896,-117.23038614727557,884.0399780273438,139,22:52:29.000Z,1.0899658203125,1,2.438253540039063
2021-05-13T22:53:31.000Z,32.809236058965325,-117.23036066628993,889.780029296875,"
                ",22:53:31.000Z,5.74005126953125,62,0.20710475306357107
2021-05-13T22:53:33.000Z,32.80920839868486,-117.23032185807824,894.5499877929688,134,22:53:33.000Z,4.76995849609375,2,5.33519857788086
2021-05-13T22:53:36.000Z,32.80913723632693,-117.2302030865103,908.1900024414062,132,22:53:36.000Z,13.6400146484375,3,10.170904256184897
2021-05-13T22:53:42.000Z,32.80881126411259,-117.2298093046993,959.8699951171875,130,22:53:42.000Z,51.67999267578125,6,19.268023935953778
2021-05-13T22:53:47.000Z,32.80849174596369,-117.22926607355475,1021.8900146484375,129,22:53:47.000Z,62.02001953125,5,27.747756738281254
2021-05-13T22:53:51.000Z,32.80828194692731,-117.22872217185795,1077.93994140625,128,22:53:51.000Z,56.0499267578125,4,31.34592153930664
2021-05-13T22:53:55.000Z,32.80815144069493,-117.22812915220857,1135.3599853515625,127,22:53:55.000Z,57.4200439453125,4,32.11215957641602
2021-05-13T22:53:59.000Z,32.808044822886586,-117.22751861438155,1193.760009765625,127,22:53:59.000Z,58.4000244140625,4,32.660213653564455
2021-05-13T22:54:02.000Z,32.80796729028225,-117.22708443179727,1235.31005859375,132,22:54:02.000Z,41.550048828125,3,30.98248640950521
