time,latitude,longitude,mph,Transport
2021-05-18T23:39:33.000Z,32.8891637083143,-117.13120417669415,2.7850668773651126,0.0
2021-05-18T23:39:42.000Z,32.8891653008759,-117.13128849864006,2.2394860865275064,0.0
2021-05-18T23:39:48.000Z,32.88927024230361,-117.1314540412277,7.281434544881185,0.0
2021-05-18T23:39:51.000Z,32.88937468081713,-117.1315037459135,9.462506131490073,0.0
2021-05-18T23:39:55.000Z,32.889484483748674,-117.13139981031418,9.065446254730224,1.0
2021-05-18T23:39:58.000Z,32.88949605077505,-117.13126637041569,9.432678782145182,0.0
2021-05-18T23:40:02.000Z,32.88941776379943,-117.13114407844841,8.304865913391113,1.0
2021-05-18T23:40:07.000Z,32.88923763670027,-117.13113385252655,8.970371365356446,0.0
2021-05-18T23:40:13.000Z,32.88894175551832,-117.13111532852054,12.277398935953777,1.0
2021-05-18T23:40:17.000Z,32.88870831951499,-117.13113695383072,14.523714649200441,1.0
2021-05-18T23:40:24.000Z,32.88827640004456,-117.131124464795,15.32025506591797,1.0
2021-05-18T23:40:31.000Z,32.887876415625215,-117.13109982199967,14.195367148263115,1.0
2021-05-18T23:40:32.000Z,32.88783014751971,-117.13109655305743,11.475820922851563,1.0
2021-05-18T23:40:37.000Z,32.88764901459217,-117.13115178979933,9.6191,0.0
2021-05-18T23:40:38.000Z,32.88763141259551,-117.13118925690651,8.948,0.0
2021-05-18T23:40:47.000Z,32.887636525556445,-117.13166702538729,11.145230200873481,2.0
2021-05-18T23:40:49.000Z,32.88763937540352,-117.1317857131362,12.415356826782228,1.0
2021-05-18T23:40:51.000Z,32.887644320726395,-117.13190247304738,12.225196807861328,1.0
2021-05-18T23:40:55.000Z,32.88764717057347,-117.13212006725371,11.39191976928711,2.0
2021-05-18T23:40:58.000Z,32.88767692632973,-117.13224587962031,9.223893025716148,0.0
2021-05-18T23:41:01.000Z,32.88778237067163,-117.13227647356689,9.112047576904297,0.0
2021-05-18T23:41:07.000Z,32.88806593045592,-117.13227018713951,11.729344858805339,1.0
2021-05-18T23:41:14.000Z,32.888396847993135,-117.1322603803128,11.731454659598214,1.0
2021-05-18T23:41:21.000Z,32.888642270118,-117.13226172141731,8.714719098772322,0.0
2021-05-18T23:41:22.000Z,32.88869155570865,-117.13226172141731,12.214069152832032,1.0
2021-05-18T23:41:31.000Z,32.889035968109965,-117.13223640806973,9.50725,0.0
2021-05-18T23:41:32.000Z,32.88904937915504,-117.13222115300596,4.496391845703125,0.0
2021-05-18T23:41:33.000Z,32.8890548273921,-117.13219726458192,5.033250000000001,0.0
2021-05-18T23:41:34.000Z,32.88905440829694,-117.13216667063534,6.397787231445313,0.0
2021-05-18T23:41:35.000Z,32.88905189372599,-117.13213289156556,7.113643615722657,0.0
2021-05-18T23:41:38.000Z,32.88904024288058,-117.13201319798827,8.403677897135417,0.0
2021-05-18T23:41:41.000Z,32.88903471082449,-117.1318853739649,8.925608154296876,0.0
2021-05-18T23:41:50.000Z,32.88903412409127,-117.13148270733654,9.365571512858073,0.0
2021-05-18T23:41:51.000Z,32.889033453539014,-117.13143928907812,9.104606384277345,0.0
2021-05-18T23:41:52.000Z,32.88903144188225,-117.13139654137194,8.948,0.0
2021-05-18T23:42:01.000Z,32.88893421180546,-117.13113334961236,7.506380811903212,0.0
2021-05-18T23:42:04.000Z,32.88885508663952,-117.13113192468882,6.546929667154949,0.0
2021-05-18T23:42:06.000Z,32.88876263424754,-117.13113896548748,11.498212768554689,1.0
2021-05-18T23:42:08.000Z,32.888669008389115,-117.13114131242037,11.610035461425781,1.0
2021-05-18T23:42:09.000Z,32.888621147722006,-117.13114407844841,11.900856384277345,1.0
2021-05-18T23:42:10.000Z,32.88852274417877,-117.1311445813626,24.42800177001953,1.0
2021-05-18T23:42:11.000Z,32.88852274417877,-117.1311445813626,0.0,1.0
2021-05-18T23:42:14.000Z,32.8883814252913,-117.13112982921302,11.729322102864584,1.0
2021-05-18T23:42:19.000Z,32.88815318606794,-117.13110468350351,11.372927661132811,1.0
2021-05-18T23:42:27.000Z,32.88779393769801,-117.13108121417463,11.162625221252442,1.0
2021-05-18T23:42:33.000Z,32.88762076757848,-117.1311657037586,8.336547871907552,2.0
2021-05-18T23:42:34.000Z,32.88761624135077,-117.13120241649449,7.762460998535157,2.0
2021-05-18T23:42:40.000Z,32.887628646567464,-117.13147474452853,9.503518025716147,1.0
2021-05-18T23:42:49.000Z,32.887644404545426,-117.13197279721498,11.595107564290366,2.0
2021-05-18T23:42:51.000Z,32.88764599710703,-117.13207622990012,10.827071807861328,2.0
2021-05-18T23:42:55.000Z,32.88766368292272,-117.13223246857524,8.344034576416016,1.0
2021-05-18T23:42:59.000Z,32.887762589380145,-117.13226918131113,6.487286346435547,0.0
2021-05-18T23:43:00.000Z,32.887793350964785,-117.13227035477757,7.628246459960938,0.0
2021-05-18T23:43:01.000Z,32.887823106721044,-117.13227345608175,7.426719848632813,0.0
2021-05-18T23:43:02.000Z,32.88785269483924,-117.13227798230946,7.404601074218751,0.0
2021-05-18T23:43:05.000Z,32.88794917054474,-117.13228108361363,7.986060872395833,0.0
2021-05-18T23:43:07.000Z,32.88802125491202,-117.13227479718626,8.959195922851563,0.0
2021-05-18T23:43:08.000Z,32.88805738091469,-117.13227102532983,8.99278369140625,0.0
2021-05-18T23:43:12.000Z,32.88820456713438,-117.13227027095854,9.149321807861329,0.0
2021-05-18T23:43:15.000Z,32.88831973448396,-117.13228208944201,9.559406616210937,0.0
2021-05-18T23:43:16.000Z,32.88835862651467,-117.13227890431881,9.64160107421875,0.0
2021-05-18T23:43:19.000Z,32.88843272253871,-117.13218812830746,9.25374881998698,0.0
2021-05-18T23:43:30.000Z,32.88841595873237,-117.13169275783002,9.480811734286222,0.0
2021-05-18T23:43:31.000Z,32.888428615406156,-117.1316683664918,5.816145385742188,0.0
2021-05-18T23:43:32.000Z,32.88844579830766,-117.13165042921901,5.659675537109376,0.0
2021-05-18T23:43:33.000Z,32.88846507668495,-117.13163617998362,5.637010620117188,0.0
2021-05-18T23:43:34.000Z,32.888483852148056,-117.13162771426141,4.943955688476563,0.0
2021-05-18T23:43:37.000Z,32.88852542638779,-117.13162033818662,3.4822050781250002,0.0
2021-05-18T23:43:41.000Z,32.88852886296809,-117.13162310421467,0.279625,1.0
2021-05-18T23:43:42.000Z,32.88852785713971,-117.13162394240499,0.0,2.0
2021-05-18T23:43:43.000Z,32.888527354225516,-117.13162511587143,0.156742919921875,2.0
2021-05-18T23:43:44.000Z,32.88852601312101,-117.13162553496659,0.17886169433593752,2.0
2021-05-18T23:43:45.000Z,32.8885249234736,-117.13162394240499,0.156742919921875,2.0
2021-05-18T23:44:05.000Z,32.88848603144288,-117.13165839202702,0.8813785461425782,0.0
2021-05-18T23:44:11.000Z,32.8884765598923,-117.13171522133052,2.0841255900065105,0.0
2021-05-18T23:44:16.000Z,32.88848024792969,-117.13176769204438,2.196749291992188,0.0
2021-05-18T23:44:21.000Z,32.8884728718549,-117.13182887993753,2.5814521240234374,0.0
2021-05-18T23:44:32.000Z,32.888469183817506,-117.13197430595756,2.7738829789595174,0.0
2021-05-18T23:44:49.000Z,32.88847220130265,-117.13219759985805,2.75941750201057,0.0
2021-05-18T23:44:51.000Z,32.88848653435707,-117.1322188898921,2.8074459228515627,0.0
2021-05-18T23:45:01.000Z,32.88860430009663,-117.13223867118359,2.9819111694335936,0.0
2021-05-18T23:45:10.000Z,32.88870387710631,-117.13224646635354,2.7738884955512155,0.0
2021-05-18T23:45:27.000Z,32.888872772455215,-117.13224244304001,2.4685965791590077,0.0
2021-05-18T23:45:38.000Z,32.88899263367057,-117.13222936727107,2.745409090909091,0.0
2021-05-18T23:45:47.000Z,32.88901534862816,-117.13211646303535,2.753984632703993,0.0
2021-05-18T23:45:53.000Z,32.889015851542354,-117.13203163817525,2.9602748209635417,0.0
2021-05-18T23:45:59.000Z,32.889013923704624,-117.13195234537125,2.758975769042969,0.0
2021-05-18T23:46:05.000Z,32.888990538194776,-117.13187975808978,2.7254335123697917,0.0
2021-05-18T23:46:06.000Z,32.888988610357046,-117.13186793960631,2.5054290771484378,0.0
2021-05-18T23:46:08.000Z,32.88898249156773,-117.13184396736324,2.6172517700195312,0.0
2021-05-18T23:46:13.000Z,32.88898106664419,-117.13177297264338,2.9617858154296877,0.0
2021-05-18T23:46:17.000Z,32.888980312272906,-117.13172829709947,2.337695037841797,0.0
2021-05-18T23:46:21.000Z,32.88898140192032,-117.13168144226074,2.4439197692871093,0.0
2021-05-18T23:46:29.000Z,32.88900000974536,-117.13157633319497,2.8270046539306644,0.0
2021-05-18T23:46:30.000Z,32.88900059647858,-117.13155797682703,3.847574462890625,0.0
2021-05-18T23:46:32.000Z,32.88899858482182,-117.13152394630015,3.567949462890625,0.0
2021-05-18T23:46:41.000Z,32.88899531587958,-117.13139402680099,3.0299079996744793,0.0
2021-05-18T23:46:48.000Z,32.88899573497474,-117.13129428215325,2.98478622000558,0.0
2021-05-18T23:47:00.000Z,32.888992968946695,-117.13117559440434,2.0766843973795575,0.0
2021-05-18T23:47:12.000Z,32.88899363949895,-117.13118020445108,0.1416784871419271,1.0
2021-05-18T23:47:21.000Z,32.88898592814803,-117.13119143620133,0.42999625651041673,1.0
2021-05-18T23:47:40.000Z,32.8889908734709,-117.13119747117162,0.29316358706825657,1.0
2021-05-18T23:47:58.000Z,32.888991041108966,-117.13114944286644,0.59529541015625,1.0
2021-05-18T23:47:59.000Z,32.888991041108966,-117.13113544508815,2.908209228515625,0.0
2021-05-18T23:48:04.000Z,32.88899213075638,-117.13105808012187,3.24365,0.0
2021-05-18T23:48:11.000Z,32.88898961618543,-117.1309564076364,3.051883736746652,0.0
2021-05-18T23:48:27.000Z,32.88905072025955,-117.13088138960302,2.157314384460449,0.0
2021-05-18T23:48:29.000Z,32.88907318376005,-117.1308895200491,2.908072692871094,0.0
2021-05-18T23:49:09.000Z,32.88950032554567,-117.13085171766579,2.802960726928711,0.0
2021-05-18T23:49:18.000Z,32.88958389312029,-117.13083805516362,2.3339403076171874,0.0
2021-05-18T23:49:24.000Z,32.88963460363448,-117.13078742846847,2.7216560262044274,0.0
2021-05-18T23:50:23.000Z,32.889674082398415,-117.13078524917364,0.44057506910421085,1.0
2021-05-18T23:50:39.000Z,32.88966025225818,-117.13079245761037,0.24607136535644533,1.0
2021-05-18T23:50:49.000Z,32.88965882733464,-117.13079178705812,0.044756384277343755,2.0
2021-05-18T23:52:09.000Z,32.889651199802756,-117.13078089058399,1.1889660461425782,0.0
2021-05-18T23:52:10.000Z,32.889652121812105,-117.13078332133591,0.581641845703125,1.0
2021-05-18T23:52:15.000Z,32.88966025225818,-117.13078558444977,0.40261630859375,1.0
2021-05-18T23:52:32.000Z,32.88966737687588,-117.1308028511703,0.2789824793198529,1.0
2021-05-18T23:52:41.000Z,32.88966863416135,-117.13080687448382,0.19882623969184027,1.0
2021-05-18T23:52:49.000Z,32.889667209237814,-117.13080343790352,0.11745478820800782,2.0
2021-05-18T23:53:08.000Z,32.88967768661678,-117.13080511428416,0.2095750282689145,1.0
2021-05-18T23:53:09.000Z,32.88967835716903,-117.13080712594092,0.33533154296875,1.0
2021-05-18T23:53:17.000Z,32.88967207074165,-117.13080486282706,0.05034751892089844,2.0
2021-05-18T23:53:22.000Z,32.889667712152004,-117.13080712594092,0.28186418457031254,1.0
2021-05-18T23:53:30.000Z,32.889677016064525,-117.13076119311154,1.0681524810791017,0.0
2021-05-18T23:53:37.000Z,32.88963929750025,-117.13075297884643,1.8982745710100446,0.0
2021-05-18T23:53:52.000Z,32.88927770219743,-117.1306114923209,7.0107594563802085,1.0
2021-05-18T23:53:53.000Z,32.889278372749686,-117.13057704269886,7.1806826171875,1.0
2021-05-18T23:53:54.000Z,32.889283653348684,-117.13054929859936,5.905712768554688,0.0
2021-05-18T23:53:55.000Z,32.889302764087915,-117.13052775710821,6.532138305664063,0.0
2021-05-18T23:54:00.000Z,32.88942011073232,-117.13052356615663,6.223294677734375,0.0
2021-05-18T23:54:02.000Z,32.88945439271629,-117.13058232329786,7.438052307128906,0.0
2021-05-18T23:54:05.000Z,32.88949320092797,-117.13068927638233,8.097929077148438,0.0
2021-05-18T23:54:10.000Z,32.889659414067864,-117.13072498328984,8.8540634765625,0.0
2021-05-18T23:54:15.000Z,32.88990357890725,-117.1306886896491,12.218465600585938,1.0
2021-05-18T23:54:18.000Z,32.890014722943306,-117.13068625889719,9.20905615234375,0.0
2021-05-18T23:54:23.000Z,32.89014154113829,-117.13080586865544,8.487164892578125,0.0
2021-05-18T23:54:35.000Z,32.890129555016756,-117.13099890388548,3.4748093973795573,0.0
2021-05-18T23:54:37.000Z,32.89005294442177,-117.1310737542808,12.471165771484376,1.0
2021-05-18T23:54:39.000Z,32.88991833105683,-117.13112035766244,17.403925537109377,1.0
2021-05-18T23:54:44.000Z,32.88946679793298,-117.13116453029215,22.49528510742188,1.0
2021-05-18T23:54:58.000Z,32.88911676965654,-117.1311831381172,6.2811662859235495,2.0
2021-05-18T23:55:03.000Z,32.8890860080719,-117.13132387027144,6.348634399414062,2.0
2021-05-18T23:55:08.000Z,32.889073519036174,-117.1317320689559,17.099614892578124,1.0
2021-05-18T23:55:13.000Z,32.88907536305487,-117.13212819769979,16.58067021484375,1.0
2021-05-18T23:55:21.000Z,32.88897008635104,-117.13235928677022,7.642138961791993,2.0
2021-05-18T23:55:23.000Z,32.888858104124665,-117.13238066062331,14.081876770019532,1.0
2021-05-18T23:55:35.000Z,32.888592816889286,-117.13223087601364,7.128571512858073,2.0
2021-05-18T23:55:37.000Z,32.888633301481605,-117.13217513635755,7.9190673828125,1.0
2021-05-18T23:55:40.000Z,32.88870848715305,-117.13219583965838,6.44994384765625,2.0
2021-05-18T23:55:55.000Z,32.888727094978094,-117.13221251964569,0.5577572102864583,1.0
2021-05-18T23:56:00.000Z,32.88872969336808,-117.1322122681886,0.1029478759765625,2.0
2021-05-18T23:56:01.000Z,32.888730112463236,-117.1322117652744,0.1340780029296875,2.0
2021-05-18T23:56:02.000Z,32.888730112463236,-117.1322117652744,0.0,2.0
2021-05-18T23:56:03.000Z,32.888732543215156,-117.13221000507474,0.7159929199218751,1.0
2021-05-18T23:56:13.000Z,32.888736901804805,-117.13219533674419,0.33778918457031254,2.0
2021-05-18T23:56:19.000Z,32.88873916491866,-117.13219257071614,0.16402482096354165,2.0
2021-05-18T23:56:25.000Z,32.888740338385105,-117.13218888267875,0.1304825642903646,2.0
2021-05-18T23:56:49.000Z,32.888738829642534,-117.13219944387674,0.18828265380859377,1.0
2021-05-18T23:56:57.000Z,32.88876447826624,-117.13222509250045,1.428879653930664,0.0
2021-05-18T23:57:07.000Z,32.88877923041582,-117.13221302255988,0.507803369140625,1.0
2021-05-18T23:57:09.000Z,32.88877923041582,-117.13221268728375,0.022391845703125,2.0
2021-05-18T23:57:11.000Z,32.888779398053885,-117.13221285492182,0.022391845703125,2.0
2021-05-18T23:57:12.000Z,32.888779398053885,-117.13221293874085,0.0,2.0
2021-05-18T23:57:13.000Z,32.888779398053885,-117.13221285492182,0.0,2.0
2021-05-18T23:57:14.000Z,32.888779398053885,-117.13221285492182,0.022391845703125,2.0
2021-05-18T23:57:22.000Z,32.88877964951098,-117.13221319019794,0.08666600036621094,2.0
2021-05-18T23:57:25.000Z,32.88877923041582,-117.13221352547407,0.029855794270833333,2.0
2021-05-18T23:57:43.000Z,32.88877738639712,-117.13221310637891,0.06338288031684028,2.0
2021-05-18T23:57:56.000Z,32.88877923041582,-117.13220966979861,0.07914866286057694,2.0
2021-05-18T23:57:59.000Z,32.88877998478711,-117.13220807723701,0.17148876953125,1.0
2021-05-18T23:58:04.000Z,32.88878006860614,-117.13220681995153,0.0671209228515625,1.0
2021-05-18T23:58:14.000Z,32.88877478800714,-117.13220053352416,0.20133546142578124,1.0
2021-05-18T23:58:25.000Z,32.88876397535205,-117.13220237754285,0.286749678178267,1.0
2021-05-18T23:58:26.000Z,32.88876221515238,-117.13220321573317,0.447290771484375,1.0
2021-05-18T23:58:27.000Z,32.88875995203853,-117.13220413774252,0.6040336914062501,1.0
2021-05-18T23:58:42.000Z,32.88875224068761,-117.13219600729644,0.2505338053385417,1.0
2021-05-18T23:58:45.000Z,32.888754503801465,-117.1321916487068,0.3206767171223958,1.0
2021-05-18T23:58:48.000Z,32.88875215686858,-117.13218645192683,0.3952251790364583,1.0
2021-05-18T23:58:54.000Z,32.888744277879596,-117.13217890821397,0.428721923828125,1.0
2021-05-18T23:58:57.000Z,32.88874536752701,-117.13217840529978,0.052247639973958336,2.0
2021-05-18T23:59:02.000Z,32.888744194060564,-117.1321760583669,0.2549939697265625,1.0
2021-05-18T23:59:08.000Z,32.888745702803135,-117.13218234479427,0.2610106404622396,1.0
2021-05-18T23:59:15.000Z,32.88874654099345,-117.13218343444169,0.08309169224330357,1.0
2021-05-18T23:59:19.000Z,32.8887456189841,-117.13218385353684,0.0838328857421875,2.0
2021-05-18T23:59:20.000Z,32.888746205717325,-117.13218469172716,0.22391845703125002,1.0
2021-05-18T23:59:41.000Z,32.88875626400113,-117.13218712247908,0.17150177292596727,1.0
2021-05-18T23:59:44.000Z,32.88875953294337,-117.13218276388943,0.3579054361979167,1.0
2021-05-18T23:59:48.000Z,32.88875953294337,-117.13218368589878,0.027989807128906252,1.0
2021-05-18T23:59:52.000Z,32.88876204751432,-117.13218502700329,0.3578599243164063,1.0
2021-05-18T23:59:56.000Z,32.88876171223819,-117.13218435645103,0.10069503784179688,1.0
2021-05-19T00:00:07.000Z,32.8887614607811,-117.1321845240891,0.08745728648792614,1.0
2021-05-19T00:00:08.000Z,32.88876204751432,-117.1321861166507,0.35772338867187503,1.0
2021-05-19T00:00:13.000Z,32.888763723894954,-117.13217890821397,0.32659326171875,1.0
2021-05-19T00:00:17.000Z,32.888763723894954,-117.13217882439494,0.06710726928710938,1.0
2021-05-19T00:00:23.000Z,32.88876364007592,-117.1321758069098,0.10440425618489584,1.0
2021-05-19T00:00:32.000Z,32.888764310628176,-117.13217639364302,0.11681382921006944,1.0
2021-05-19T00:01:16.000Z,32.888769591227174,-117.1321810875088,0.16015010486949574,1.0
2021-05-19T00:01:40.000Z,32.88877084851265,-117.13219072669744,0.21345072428385417,1.0
2021-05-19T00:02:05.000Z,32.88877462036908,-117.13217840529978,0.25859851074218754,1.0
2021-05-19T00:02:06.000Z,32.88877386599779,-117.13217748329043,0.2236453857421875,1.0
2021-05-19T00:02:09.000Z,32.88877168670297,-117.13218360207975,0.3952251790364583,1.0
2021-05-19T00:02:10.000Z,32.88877093233168,-117.13218091987073,0.447290771484375,1.0
2021-05-19T00:02:16.000Z,32.88877244107425,-117.13218502700329,0.18641666666666667,1.0
2021-05-19T00:02:20.000Z,32.88877805694938,-117.1321810875088,0.4586232299804688,1.0
2021-05-19T00:02:22.000Z,32.88877981714904,-117.13218058459461,0.257233154296875,1.0
2021-05-19T00:02:24.000Z,32.888780822977424,-117.13217974640429,0.14541046142578126,1.0
2021-05-19T00:02:25.000Z,32.88878073915839,-117.13218217715621,0.2236453857421875,1.0
2021-05-19T00:02:28.000Z,32.88878216408193,-117.13218661956489,0.29828487141927085,1.0
2021-05-19T00:02:32.000Z,32.888778978958726,-117.13218754157424,0.257233154296875,1.0
2021-05-19T00:02:36.000Z,32.88878660649061,-117.13218687102199,0.4753488464355469,1.0
2021-05-19T00:02:49.000Z,32.88878945633769,-117.1321964263916,0.17724427208533655,1.0
2021-05-19T00:02:54.000Z,32.888789204880595,-117.13219483383,0.24609184570312503,1.0
2021-05-19T00:03:34.000Z,32.888775458559394,-117.13218720629811,0.17727788085937501,1.0
2021-05-19T00:03:35.000Z,32.88877436891198,-117.13218670338392,0.29109399414062503,1.0
2021-05-19T00:03:36.000Z,32.8887733630836,-117.13218519464135,0.33533154296875,1.0
2021-05-19T00:03:37.000Z,32.88877386599779,-117.13218620046973,0.0,1.0
2021-05-19T00:03:43.000Z,32.888765316456556,-117.13218050077558,0.4212579752604167,1.0
2021-05-19T00:03:45.000Z,32.88876196369529,-117.13217915967107,0.4699556884765625,1.0
2021-05-19T00:03:46.000Z,32.88876271806657,-117.13218217715621,0.0,2.0
2021-05-19T00:03:47.000Z,32.88876271806657,-117.13217999786139,0.178588623046875,1.0
2021-05-19T00:04:25.000Z,32.88875425234437,-117.13217270560563,0.3296689067639803,1.0
2021-05-19T00:04:39.000Z,32.88875467143953,-117.13218117132783,0.19173505510602679,1.0
2021-05-19T00:04:46.000Z,32.88875668309629,-117.13218460790813,0.12467654854910715,1.0
2021-05-19T00:04:52.000Z,32.888755509629846,-117.13218804448843,0.15282889811197917,1.0
2021-05-19T00:05:00.000Z,32.88875701837242,-117.13219416327775,0.19292486572265627,1.0
2021-05-19T00:05:07.000Z,32.88875685073435,-117.13220505975187,0.367553955078125,1.0
2021-05-19T00:05:13.000Z,32.88874360732734,-117.13220782577991,0.38029728190104173,1.0
2021-05-19T00:05:32.000Z,32.888748217374086,-117.13217002339661,0.3637884457236842,1.0
2021-05-19T00:05:35.000Z,32.888748636469245,-117.13216968812048,0.03731974283854166,1.0
2021-05-19T00:05:56.000Z,32.888749139383435,-117.13216952048242,0.05326190476190476,1.0
2021-05-19T00:06:18.000Z,32.88875584490597,-117.13216491043568,0.1199775945490057,1.0
2021-05-19T00:06:42.000Z,32.88875098340213,-117.13216692209244,0.09600731404622395,1.0
2021-05-19T00:06:43.000Z,32.88874980993569,-117.13216675445437,0.29109399414062503,1.0
2021-05-19T00:06:45.000Z,32.88874947465956,-117.13216382078826,0.055979614257812504,1.0
2021-05-19T00:06:55.000Z,32.888747630640864,-117.13218511082232,0.37803989257812504,1.0
2021-05-19T00:07:11.000Z,32.888763807713985,-117.13220103643835,0.2642306060791016,1.0
2021-05-19T00:07:43.000Z,32.88876255042851,-117.13222685270011,0.3306551971435547,1.0
2021-05-19T00:07:57.000Z,32.88878107443452,-117.1322207339108,0.3467615269252232,1.0
2021-05-19T00:08:36.000Z,32.88877512328327,-117.13220531120896,0.14224913611778847,1.0
2021-05-19T00:08:51.000Z,32.888752492144704,-117.13221587240696,0.6308310872395834,1.0
2021-05-19T00:08:55.000Z,32.88872675970197,-117.13221897371113,1.700141845703125,0.0
2021-05-19T00:09:00.000Z,32.88871510885656,-117.13219977915287,1.069237939453125,0.0
2021-05-19T00:09:03.000Z,32.88871728815138,-117.1321964263916,0.30565779622395833,1.0
2021-05-19T00:09:07.000Z,32.88872256875038,-117.13219005614519,0.5090048828125,1.0
2021-05-19T00:09:10.000Z,32.88872508332133,-117.13219081051648,0.20134456380208335,1.0
2021-05-19T00:09:12.000Z,32.88872491568327,-117.13219072669744,0.0335877685546875,2.0
2021-05-19T00:09:32.000Z,32.88873279467225,-117.13219516910613,0.2549939697265625,1.0
2021-05-19T00:09:34.000Z,32.88873128592968,-117.13219097815454,0.0,2.0
2021-05-19T00:09:49.000Z,32.888707648962736,-117.13216692209244,0.4802413736979167,1.0
2021-05-19T00:09:53.000Z,32.888698764145374,-117.13216315023601,0.55925,1.0
2021-05-19T00:10:06.000Z,32.88871452212334,-117.13214814662933,1.3851856219951924,0.0
2021-05-19T00:10:18.000Z,32.88894678466022,-117.13196760043502,6.3568265380859375,0.0
2021-05-19T00:10:24.000Z,32.88901761174202,-117.13178973644972,6.960769205729167,1.0
2021-05-19T00:10:38.000Z,32.889015432447195,-117.13139603845775,5.897715680803572,0.0
2021-05-19T00:10:41.000Z,32.88900872692466,-117.13134180754423,3.8251826171875,0.0
2021-05-19T00:10:44.000Z,32.88900587707758,-117.13122588582337,8.09055615234375,1.0
2021-05-19T00:10:47.000Z,32.88895592093468,-117.13110937736928,9.551851643880209,0.0
2021-05-19T00:10:48.000Z,32.88890713825822,-117.13108624331653,12.90753369140625,1.0
2021-05-19T00:10:50.000Z,32.888724245131016,-117.13107777759433,22.649625,2.0
2021-05-19T00:10:55.000Z,32.88822267204523,-117.1310409810394,24.92922412109375,2.0
2021-05-19T00:11:15.000Z,32.88787633180618,-117.1310327667743,4.293909484863281,2.0
2021-05-19T00:11:18.000Z,32.88787633180618,-117.1310327667743,0.0,2.0
2021-05-19T00:11:31.000Z,32.88787633180618,-117.1310327667743,0.0,2.0
2021-05-19T00:11:49.000Z,32.88772948086262,-117.13103578425944,2.0344114447699653,2.0
2021-05-19T00:11:54.000Z,32.88723352365196,-117.13104894384742,24.615956738281252,1.0
2021-05-19T00:11:58.000Z,32.886769752949476,-117.13105464354157,28.762325805664062,2.0
2021-05-19T00:11:59.000Z,32.88665081374347,-117.13105598464608,29.528290771484375,2.0
2021-05-19T00:12:02.000Z,32.886330960318446,-117.13104726746678,26.45623876953125,2.0
2021-05-19T00:12:07.000Z,32.88584883324802,-117.13104911148548,23.922464892578127,2.0
2021-05-19T00:12:12.000Z,32.88533225655556,-117.13106269016862,25.64052021484375,2.0
2021-05-19T00:12:17.000Z,32.884776033461094,-117.13109454140067,27.63590673828125,2.0
2021-05-19T00:12:23.000Z,32.88427068851888,-117.13106428273022,20.93455525716146,2.0
2021-05-19T00:12:25.000Z,32.88419290445745,-117.13105355389416,9.708503540039063,2.0
2021-05-19T00:12:41.000Z,32.884146720170975,-117.13105254806578,0.7773656921386719,2.0
2021-05-19T00:12:58.000Z,32.884146720170975,-117.13105254806578,0.0,2.0
2021-05-19T00:13:06.000Z,32.883923007175326,-117.13103695772588,6.968301422119141,2.0
2021-05-19T00:13:08.000Z,32.88382267579436,-117.1309740934521,14.104132080078125,2.0
2021-05-19T00:13:10.000Z,32.88376140408218,-117.13085775263608,14.540500000000002,2.0
2021-05-19T00:13:12.000Z,32.883756794035435,-117.13068399578333,18.142037231445315,1.0
